FID,C_Nus,Coord_X,Coord_Y
2652,N03026Y,431.432.924,4.585.532.873
2653,N03027Z,431.505.801,4.585.390.962
2654,N03028A,431.519.666,4.585.556.116
2655,N03029B,431531.91,4.585.624.942
2656,N03030U,431.470.739,4585608.46
2657,N03031V,431.441.728,4.585.760.577
2658,N03032W,431461.42,4.585.705.998
2659,N03033X,431.431.017,4.585.775.428
2660,N03034Y,431.498.183,4.585.711.203
2661,N03035Z,431.504.947,4.585.365.807
2662,N03036A,431.507.625,4.585.433.437
2663,N03037B,431.514.943,4.585.513.292
2664,N03038C,431.552.036,4.585.657.809
2665,N03039D,431.504.816,4.585.296.474
2666,N03040W,431.444.757,4.585.238.146
2667,N03041X,431.416.986,4.585.250.077
2668,N03042Y,431.509.461,4.585.239.081
2669,N03043Z,431.540.383,4.585.754.692
2670,N03044A,431498.65,4.585.811.287
2671,N03045B,431.456.833,4.585.870.798
2672,N03046C,431.427.601,4.585.912.668
2673,N03047D,431.512.941,4.585.725.908
2674,N03048E,431.470.733,4.585.786.513
2675,N03049F,431.444.516,4.585.855.842
2676,N03050Y,431.416.362,4.585.795.664
2677,N03051Z,429.950.296,4.586.150.138
2678,N03052A,429.873.979,4.586.126.483
2679,N03053B,429.726.348,4.586.081.589
2680,N03054C,429.655.739,4.586.060.192
2681,N03055D,429.895.536,4.586.053.456
2682,N03056E,429.666.099,4585991.12
2683,N03057F,429.517.765,4.586.227.614
2684,N03058G,429.481.094,4.586.201.777
2685,N03059H,429.406.777,4586149.41
2686,N03060A,429.373.022,4.586.126.073
2687,N03061B,429.353.714,4.586.111.765
2688,N03062C,429.288.286,4586064.12
2689,N03063D,429.229.716,4.586.020.711
2690,N03064E,429.480.112,4.586.282.423
2691,N03065F,429428.09,4.586.247.198
2692,N03066G,429.364.132,4.586.214.975
2693,N03067H,429.335.628,4.586.200.069
2694,N03068I,429.232.941,4.586.128.895
2695,N03069J,429.175.115,4.586.083.015
2696,N03070C,429.109.212,4.586.019.677
2697,N03071D,429317.14,4.586.238.825
2698,N03072E,429.390.616,4.586.278.236
2699,N03073F,429.195.245,4.586.173.221
2700,N03074G,429.322.249,4.586.025.396
2701,N03075H,429.808.685,4.585.780.961
2702,N03076I,429.754.808,4585734.84
2703,N03077J,429.612.848,4.585.603.332
2704,N03078K,429.904.607,4.586.305.847
2705,N03079L,429.826.765,4.586.282.445
2706,N03080E,429.921.307,4.585.974.106
2707,N03081F,429794.44,4.586.273.169
2708,N03082G,429.707.018,4.586.142.152
2709,N03083H,429648.45,4.586.103.883
2710,N03084I,429.596.565,4.586.071.432
2711,N03085J,429.500.601,4.586.008.988
2712,N03086K,429.423.388,4.585.961.617
2713,N03087L,429.692.283,4.586.227.324
2714,N03088M,429.637.172,4.586.177.223
2715,N03089N,429.590.505,4.586.147.504
2716,N03090G,429.541.621,4.586.115.059
2717,N03091H,429.463.289,4.586.065.235
2718,N03092I,429.397.863,4586024.27
2719,N03093J,429.625.475,4.586.249.865
2720,N03094K,429.562.009,4.586.209.779
2721,N03095L,429.502.047,4.586.174.126
2722,N03096M,429.478.223,4.586.161.505
2723,N03097N,429.679.991,4.585.900.201
2724,N03098O,429.602.654,4.585.979.152
2725,N03099P,429.587.637,4.586.278.593
2726,N03100R,429.545.408,4.586.246.089
2727,N03101S,429.732.611,4.585.870.478
2728,N03102T,429.521.071,4.585.978.205
2729,N03103U,429.583.985,4.585.885.377
2730,N03104V,429.602.701,4.585.702.493
2731,N03105W,429.418.748,4.585.911.947
2732,N03106X,429.359.068,4585868.33
2733,N03107Y,428.848.846,4.585.949.666
2734,N03108Z,428.972.717,4.586.026.551
2735,N03109A,429030.88,4.586.103.515
2736,N03111U,429.116.366,4.586.069.787
2737,N03112V,428.971.365,4.586.126.244
2738,N03113W,428.920.345,4.586.145.613
2739,N03114X,428.878.371,4.586.162.375
2740,N03115Y,428.765.521,4.586.041.352
2741,N03116Z,428861.06,4.586.068.928
2742,N03117A,428.925.155,4.586.061.244
2743,N03118B,428.983.267,4.586.008.475
2744,N03119C,429.025.575,4.585.940.268
2745,N03120V,429.058.739,4.585.916.962
2746,N03121W,429.067.115,4.585.912.296
2747,N03122X,429.022.517,4.586.196.492
2748,N03123Y,429.056.066,4.586.258.274
2749,N03124Z,429075.64,4.586.176.751
2750,N03125A,429.126.553,4.586.251.845
2751,N03126B,429.179.943,4.586.296.371
2752,N03127C,428.724.227,4.585.937.354
2753,N03128D,428.926.497,4.585.912.499
2754,N03129E,429.100.608,4.586.167.395
2755,N03130X,429.190.056,4.586.066.421
2756,N03131Y,429.242.392,4.586.007.075
2757,N03132Z,429.285.167,4.585.956.809
2758,N03133A,429159.96,4.585.919.573
2759,N03134B,429.151.601,4.586.224.978
2760,N03135C,429.118.249,4.586.006.032
2761,N03136D,429.081.421,4.586.027.928
2762,N03137E,429.055.823,4.586.032.527
2763,N03139G,428.985.722,4.585.858.994
2764,N03140Z,429.608.966,4.585.888.764
2765,N03141A,429.300.866,4.585.827.495
2766,N03142B,429.204.789,4.585.941.577
2767,N03143C,429.416.347,4.585.807.074
2768,N03144D,429.530.114,4.585.802.104
2769,N03145E,429.381.783,4585728.07
2770,N03146F,429.498.028,4.585.699.007
2771,N03147G,429396.24,4.585.659.431
2772,N03148H,429.329.406,4.585.632.549
2773,N03149I,429.458.491,4.585.700.139
2774,N03150B,429.555.471,4.585.761.735
2775,N03151C,429.577.593,4.585.564.919
2776,N03152D,429.283.702,4.585.846.584
2777,N03153E,429.682.326,4.585.765.073
2778,N03154F,429.703.403,4.585.809.215
2779,N03155G,429.778.908,4.585.832.628
2780,N03156H,429.814.944,4.585.854.343
2781,N03157I,429.799.228,4.585.880.182
2782,N03158J,429.586.063,4.585.531.268
2783,N03159K,429.881.578,4.585.521.889
2784,N03160D,429919.69,4.585.449.971
2785,N03161E,429.697.451,4.585.383.207
2786,N03163G,429.661.361,4.585.308.717
2787,N03164H,429.520.492,4.585.358.046
2788,N03165I,429.897.593,4.585.350.582
2789,N03166J,429.159.716,4.585.541.888
2790,N03167K,429.171.381,4.585.614.738
2791,N03168L,429.198.206,4.585.846.464
2792,N03169M,429.109.876,4.585.547.199
2793,N03170F,429.116.857,4.585.623.657
2794,N03171G,429.191.466,4.585.375.963
2795,N03172H,429.062.906,4.585.465.207
2796,N03173I,429.050.714,4.585.470.922
2797,N03174J,429.049.175,4.585.523.792
2798,N03175K,429110.09,4.585.708.157
2799,N03176L,429.117.661,4.585.749.103
2800,N03177M,428.947.324,4.585.768.496
2801,N03178N,428.971.695,4.585.765.623
2802,N03179O,428.986.189,4.585.763.281
2803,N03180H,429.050.206,4.585.752.631
2804,N03182J,429.004.469,4.585.846.368
2805,N03183K,429.071.082,4585805.26
2806,N03184L,428.988.693,4.585.810.433
2807,N03185M,428.939.043,4585819.31
2808,N03186N,428.910.217,4.585.770.697
2809,N03188P,428.699.676,4585868.42
2810,N03189Q,428788.97,4.585.911.571
2811,N03190J,428587.89,4585881.67
2812,N03191K,428.929.243,4.585.801.179
2813,N03192L,428.621.308,4.586.130.346
2814,N03194N,428754.94,4.586.204.324
2815,N03195O,428.741.828,4.586.097.218
2816,N03196P,428669.64,4585940.4
2817,N03197Q,428742.12,4.586.021.864
2818,N03198R,428616.11,4.586.044.952
2819,N03199S,428.778.816,4.586.112.123
2820,N03200U,428.625.488,4586120.17
2821,N03201V,428.562.479,4.585.949.962
2822,N03202W,428.903.196,4.586.280.905
2823,N03203X,428.807.829,4.586.117.167
2824,N03204Y,428954.26,4.586.244.992
2825,N03205Z,428.829.744,4.586.111.818
2826,N03206A,429.888.028,4.585.067.814
2827,N03207B,429.876.539,4.585.158.746
2828,N03208C,429.774.077,4.585.173.617
2829,N03209D,429.834.898,4.585.222.355
2830,N03210W,429.970.508,4.585.306.179
2831,N03211X,429989.1,4585301.48
2832,N03212Y,429.806.254,4.585.254.554
2833,N03213Z,429.792.285,4.585.273.338
2834,N03214A,429.986.769,4.585.329.472
2835,N03216C,429.806.625,4.585.145.603
2836,N03217D,429.757.276,4.585.191.492
2837,N03218E,429.697.524,4.585.206.088
2838,N03219F,429.822.138,4.585.105.682
2839,N03220Y,430.035.812,4.584.955.995
2840,N03221Z,429.974.164,4.585.056.695
2841,N03222A,429.965.341,4.584.905.557
2842,N03223B,429.901.717,4.585.007.101
2843,N03224C,429.918.208,4.585.020.969
2844,N03225D,430.007.003,4.584.935.368
2845,N03226E,429.971.029,4.584.993.838
2846,N03227F,429.835.268,4.585.034.132
2847,N03228G,429747.86,4.585.137.573
2848,N03229H,429.684.092,4.585.161.028
2849,N03231B,430.123.689,4.584.663.686
2850,N03232C,429.367.648,4.585.192.702
2851,N03233D,429.418.038,4.585.174.165
2852,N03234E,429.744.864,4.585.350.008
2853,N03235F,429.929.559,4586713.08
2854,N03236G,429.849.609,4.586.685.462
2855,N03237H,429.795.207,4.586.645.336
2856,N03238I,429.773.204,4.586.631.558
2857,N03239J,429.703.515,4.586.597.936
2858,N03240C,429.642.336,4.586.574.224
2859,N03241D,429.578.817,4.586.563.802
2860,N03242E,429.526.087,4.586.553.119
2861,N03243F,429464.32,4.586.519.705
2862,N03244G,429.404.806,4.586.478.111
2863,N03245H,429362.95,4.586.423.739
2864,N03246I,429.315.089,4.586.366.214
2865,N03247J,429.345.426,4.586.331.534
2866,N03248K,429.410.891,4.586.357.864
2867,N03249L,429.441.091,4.586.323.471
2868,N03250E,429.510.763,4.586.428.496
2869,N03251F,429.497.675,4.586.326.863
2870,N03252G,429.549.877,4.586.352.569
2871,N03253H,429.510.641,4.586.302.048
2872,N03254I,429.524.122,4.586.404.393
2873,N03257L,429601.66,4.586.425.151
2874,N03258M,429.622.585,4.586.303.729
2875,N03259N,429.983.341,4.586.521.691
2876,N03260G,429.817.039,4.586.432.015
2877,N03261H,429.744.798,4.586.398.013
2878,N03262I,429.674.454,4.586.341.746
2879,N03263J,429.892.086,4.586.617.842
2880,N03264K,429.825.749,4.586.582.036
2881,N03265L,429.777.667,4.586.555.585
2882,N03266M,429.926.775,4.586.573.452
2883,N03267N,429809.01,4.586.507.055
2884,N03268O,429.729.366,4.586.476.774
2885,N03269P,429.702.583,4.586.464.542
2886,N03270I,429.660.337,4.586.447.752
2887,N03271J,429.968.732,4586374.64
2888,N03272K,429.819.595,4.586.360.283
2889,N03273L,429.687.947,4.586.677.123
2890,N03274M,429.667.497,4.586.771.519
2891,N03275N,429759.29,4.586.692.157
2892,N03276O,429.625.555,4.586.664.766
2893,N03277P,429.625.311,4.586.753.991
2894,N03278Q,429.749.864,4.586.742.075
2895,N03281L,429.864.798,4.586.294.202
2896,N03282M,429.498.574,4.586.587.387
2897,N03283N,429.361.992,4.586.534.114
2898,N03284O,429.299.935,4.586.476.987
2899,N03285P,429.218.816,4.586.395.965
2900,N03286Q,429.369.946,4.586.623.699
2901,N03287R,429.803.782,4.586.744.374
2902,N03288S,429.808.168,4.586.799.463
2903,N03289T,429.853.701,4.586.741.492
2904,N03290M,429.737.441,4.586.796.942
2905,N03291N,429.870.078,4.586.790.535
2906,N03292O,429.655.599,4.586.818.642
2907,N03293P,429.860.865,4.587.006.938
2908,N03294Q,429.922.083,4.587.159.313
2909,N03295R,429.848.814,4.586.957.797
2910,N03296S,429.899.993,4.586.977.671
2911,N03297T,429.967.696,4.587.149.098
2912,N03298U,429.841.764,4.587.019.785
2913,N03299V,429818.08,4.587.037.246
2914,N03300X,429.751.952,4.587.084.574
2915,N03301Y,429.683.575,4.587.132.783
2916,N03302Z,429.667.991,4.587.085.222
2917,N03303A,429653.48,4.587.039.394
2918,N03304B,429.642.776,4.587.003.893
2919,N03305C,429.622.409,4.586.946.146
2920,N03306D,429.565.562,4.586.924.889
2921,N03307E,429573.33,4586950.91
2922,N03308F,429.649.265,4.586.946.784
2923,N03309G,429.658.694,4.586.887.795
2924,N03310Z,429.783.534,4.586.957.647
2925,N03311A,429.756.717,4.586.988.015
2926,N03312B,429602.25,4.586.864.953
2927,N03313C,429.522.568,4.586.919.962
2928,N03314D,429.741.221,4.586.972.385
2929,N03315E,429.499.042,4.587.050.744
2930,N03316F,429769.93,4.587.002.121
2931,N03317G,429.504.071,4.587.086.229
2932,N03319I,429.819.172,4.586.987.711
2933,N03320B,429.785.572,4.587.018.033
2934,N03321C,429.510.554,4.587.176.083
2935,N03322D,429.476.889,4.587.004.629
2936,N03323E,429.716.422,4.586.911.467
2937,N03324F,429.538.235,4.586.839.931
2938,N03326H,429.747.751,4.586.889.808
2939,N03327I,429753.77,4.586.853.265
2940,N03328J,429.857.961,4.586.851.345
2941,N03329K,429.843.991,4.586.890.306
2942,N03330D,429.521.517,4.586.731.561
2943,N03331E,429.726.798,4.586.847.767
2944,N03332F,429.590.502,4.586.788.145
2945,N03333G,429.529.902,4.586.865.344
2946,N03334H,429.720.346,4.586.890.473
2947,N03335I,429.873.839,4.586.838.014
2948,N03336J,429.928.945,4.586.855.998
2949,N03337K,429.906.236,4.586.882.027
2950,N03338L,429.888.188,4.586.909.877
2951,N03339M,429.870.177,4.586.855.561
2952,N03340F,429.926.692,4.586.920.705
2953,N03341G,429.872.295,4.586.932.411
2954,N03342H,429799.3,4587153.03
2955,N03343I,429.852.023,4.587.227.071
2956,N03344J,429.738.185,4.587.202.765
2957,N03345K,429.796.195,4.587.273.406
2958,N03346L,429.860.222,4.587.114.986
2959,N03347M,429.889.804,4.587.174.053
2960,N03348N,429.898.832,4.587.191.755
2961,N03349O,429.580.326,4.587.333.433
2962,N03350H,429.522.223,4.587.262.103
2963,N03351I,429.504.641,4587111.79
2964,N03352J,429.432.015,4.587.112.644
2965,N03357O,429.372.815,4.587.199.134
2966,N03358P,429.398.661,4.587.234.193
2967,N03362L,429.448.516,4.586.853.704
2968,N03363M,429191.81,4.586.865.343
2969,N03368R,429.089.246,4.586.551.922
2970,N03369S,429057.04,4.586.552.795
2971,N03370L,429.014.234,4.586.556.075
2972,N03372N,429.084.849,4.586.426.726
2973,N03373O,429.087.812,4.586.503.554
2974,N03374P,429.120.056,4.586.617.991
2975,N03375Q,429.048.361,4.586.417.733
2976,N03376R,429.156.419,4.586.574.048
2977,N03377S,429088.13,4.586.620.831
2978,N03378T,429.210.854,4.586.660.586
2979,N03379U,429.234.994,4.586.677.794
2980,N03380N,429.305.228,4.586.677.946
2981,N03381O,429.223.221,4.586.580.899
2982,N03383Q,429.339.957,4.586.727.096
2983,N03385S,429.029.605,4.586.409.511
2984,N03388V,429.336.258,4.586.590.632
2985,N03390P,429.523.458,4.586.707.288
2986,N03392R,429.402.484,4.586.736.805
2987,N03396V,429371.78,4.586.733.656
2988,N03397W,428.494.669,4.586.710.916
2989,N03400A,428722.11,4.587.017.254
2990,N03401B,428.569.855,4.586.923.825
2991,N03402C,428.609.102,4587038.13
2992,N03404E,429.045.194,4.587.145.169
2993,N03405F,428.698.345,4.587.273.369
2994,N03406G,429.636.221,4.587.402.674
2995,N03407H,429.819.907,4.587.316.866
2996,N03408I,429.778.203,4.587.385.981
2997,N03409J,429.628.728,4.587.507.615
2998,N03410C,429.833.334,4.587.456.721
2999,N03411D,429.683.046,4.587.574.393
3000,N03412E,429.730.742,4.587.325.767
3001,N03413F,429.882.625,4.587.520.084
3002,N03414G,429.931.875,4.587.582.692
3003,N03415H,429982.13,4.587.646.041
3004,N03416I,429.579.702,4587448.8
3005,N03417J,429.482.141,4.587.527.838
3006,N03418K,429.411.986,4.587.626.231
3007,N03419L,429.367.203,4587388.29
3008,N03420E,429.425.578,4.587.459.344
3009,N03421F,429.522.575,4.587.380.301
3010,N03422G,429.464.339,4.587.309.389
3011,N03423H,430.018.243,4.587.413.835
3012,N03424I,429.732.894,4.587.636.042
3013,N03425J,429.943.984,4.587.272.129
3014,N03426K,429.980.373,4.587.343.043
3015,N03427L,430.056.274,4.587.486.391
3016,N03428M,429.784.856,4.587.697.993
3017,N03430G,429.835.115,4.587.761.059
3018,N03431H,429.615.973,4.587.730.256
3019,N03432I,429.529.386,4.587.695.896
3020,N03433J,429891.52,4.587.717.879
3021,N03434K,429.945.866,4587788.89
3022,N03435L,429.932.641,4.587.685.835
3023,N03436M,429.960.261,4587770.16
3024,N03437N,430.093.313,4.587.557.713
3025,N03438O,429.787.616,4.587.799.318
3026,N03439P,429.278.948,4.587.286.512
3027,N03440I,429.316.518,4.587.325.644
3028,N03441J,429.296.307,4587451.47
3029,N03442K,429.353.755,4.587.517.858
3030,N03443L,429.249.298,4587376.31
3031,N03446O,429.265.012,4.587.560.237
3032,N03447P,429.442.774,4587820.82
3033,N03448Q,429.319.796,4.587.777.493
3034,N03452M,429.713.822,4.587.770.245
3035,N03453N,429.604.193,4.587.866.715
3036,N03454O,430.060.816,4.587.757.537
3037,N03456Q,429.180.994,4587718.57
3038,N03457R,429.138.808,4.587.949.549
3039,N03458S,429.388.104,4.587.998.603
3040,N03459T,428.870.121,4.587.825.044
3041,N03461N,428.786.227,4.587.923.874
3042,N03462O,428.833.132,4.587.956.565
3043,N03463P,428.774.442,4.588.009.802
3044,N03464Q,428.883.551,4.587.985.172
3045,N03465R,428.820.239,4.588.034.548
3046,N03466S,428.895.136,4.588.013.132
3047,N03467T,428.856.383,4.588.048.286
3048,N03468U,428.826.197,4.588.075.438
3049,N03469V,428.811.429,4.588.088.692
3050,N03470O,428.880.001,4.588.075.519
3051,N03471P,428.848.877,4.588.100.506
3052,N03472Q,428.961.601,4.588.018.125
3053,N03473R,429.410.992,4.588.024.577
3054,N03474S,429.503.105,4.588.163.945
3055,N03475T,429.673.968,4.587.877.637
3056,N03476U,429.639.053,4.587.925.912
3057,N03477V,429.571.182,4.588.098.048
3058,N03478W,429.774.887,4.588.068.762
3059,N03479X,429.803.279,4.588.181.812
3060,N03480Q,429.512.644,4.587.941.088
3061,N03481R,429483.05,4.587.967.244
3062,N03482S,429.816.288,4.587.909.038
3063,N03483T,429.955.151,4.587.933.681
3064,N03484U,430.099.338,4.587.980.672
3065,N03485V,428.466.252,4.585.752.501
3066,N03486W,428.406.906,4585807.91
3067,N03487X,428.402.145,4.585.910.847
3068,N03488Y,428.490.061,4585884.13
3069,N03489Z,428.363.845,4585957.59
3070,N03490S,428.478.107,4585915.25
3071,N03491T,428.203.581,4.585.945.232
3072,N03492U,428.290.703,4.585.951.614
3073,N03493V,428.296.364,4586006.78
3074,N03494W,428.614.864,4.586.117.044
3075,N03497Z,428.529.539,4.586.121.896
3076,N03498A,428.555.641,4586130.03
3077,N03499B,428.603.888,4586143.4
3078,N03500D,428.286.115,4.586.164.294
3079,N03501E,428.420.117,4.586.139.919
3080,N03502F,428.589.599,4.586.196.733
3081,N03503G,428.538.594,4586188.71
3082,N03504H,428.148.494,4.585.795.535
3083,N03505I,428.068.203,4.585.975.913
3084,N03506J,428089.37,4.585.985.867
3085,N03507K,428.027.044,4.586.010.285
3086,N03508L,428.000.989,4.585.970.676
3087,N03509M,428.042.375,4.586.069.267
3088,N03510F,428.137.461,4.585.765.611
3089,N03512H,428.037.874,4.585.803.698
3090,N03513I,428.173.736,4.585.865.859
3091,N03514J,428.187.388,4.585.900.784
3092,N03515K,428.243.752,4.586.051.602
3093,N03516L,428.333.365,4.586.268.839
3094,N03517M,427.730.393,4.586.285.545
3095,N03518N,428.018.144,4.586.110.598
3096,N03519O,427.953.645,4.586.180.071
3097,N03521I,428.041.196,4.586.194.887
3098,N03522J,427.918.409,4.586.304.746
3099,N03523K,428252.63,4.586.299.161
3100,N03524L,428133.61,4.586.247.107
3101,N03525M,428.100.002,4.586.239.827
3102,N03526N,428.037.286,4.586.260.241
3103,N03527O,428.233.157,4.586.241.276
3104,N03529Q,428.410.767,4.587.098.838
3105,N03530J,428355.37,4.587.118.079
3106,N03531K,428.320.535,4587129.99
3107,N03532L,428.254.691,4.587.154.322
3108,N03533M,428.287.357,4.586.752.697
3109,N03534N,428.315.063,4.586.828.837
3110,N03535O,428.344.259,4.586.909.453
3111,N03536P,428.378.777,4.587.007.113
3112,N03537Q,428.184.698,4.586.789.145
3113,N03538R,428.278.514,4.586.931.937
3114,N03539S,428.322.564,4587026.97
3115,N03540L,428.252.433,4.586.940.928
3116,N03541M,428.224.367,4.586.943.224
3117,N03542N,428.288.876,4.587.039.617
3118,N03543O,428.171.672,4.586.793.966
3119,N03544P,428261.51,4.587.049.496
3120,N03545Q,428.284.031,4.587.112.306
3121,N03546R,428.430.874,4.586.799.275
3122,N03547S,428149.62,4.586.801.761
3123,N03548T,428.087.258,4.586.825.148
3124,N03549U,428.355.988,4.586.813.452
3125,N03551O,427.854.893,4.586.654.122
3126,N03552P,427.662.314,4.586.638.382
3127,N03553Q,427.648.115,4.586.607.844
3128,N03554R,427.626.433,4.586.738.254
3129,N03555S,427.621.344,4.586.813.654
3130,N03556T,427.778.563,4.586.558.308
3131,N03557U,427.715.116,4.586.572.624
3132,N03558V,427.551.268,4.586.666.585
3133,N03559W,427.604.563,4.586.731.375
3134,N03560P,427.474.514,4.586.746.174
3135,N03561Q,427.133.986,4.586.879.919
3136,N03562R,427.675.214,4587109.67
3137,N03563S,427.018.314,4.587.029.541
3138,N03564T,427.470.314,4586311.27
3139,N03565U,427.747.871,4.586.511.448
3140,N03566V,427.186.382,4.586.772.679
3141,N03567W,427.695.564,4.586.724.303
3142,N03568X,427.538.865,4.586.794.169
3143,N03569Y,428.528.614,4586808.13
3144,N03570R,428.555.921,4587046.29
3145,N03571S,428.129.702,4.586.342.378
3146,N03572T,428.120.987,4.586.293.327
3147,N03573U,428.074.509,4.586.461.978
3148,N03574V,428.087.727,4.586.496.988
3149,N03575W,427994.62,4.586.491.553
3150,N03576X,427.898.664,4.586.602.738
